frozen_candidate_count,positive_count,neutral_count,harmful_count,candidate_hash_agreement_rate,before_hash_agreement_rate,selected_rows_same_rate,p_harmful_given_delta_js_gt0,p_harmful_given_delta_js_le0,spearman_true_neg_delta_js_gt_gain,spearman_shuffled_neg_delta_js_gt_gain,auc_true_positive_candidate,auc_shuffled_positive_candidate,spearman_true_neg_delta_mass_gt_gain,spearman_shuffled_neg_delta_mass_gt_gain,spearman_true_neg_delta_laer_gt_gain,spearman_shuffled_neg_delta_laer_gt_gain,auc_mass_true_positive_candidate,auc_mass_shuffled_positive_candidate,auc_laer_true_positive_candidate,auc_laer_shuffled_positive_candidate,auc_laer_true_harmful_candidate,auc_laer_shuffled_harmful_candidate,changed_positions_match_rate,local_attention_query_selection_rate,laer_illegal_q_le_k_total,laer_fixed_public_key_hit_total
216,125,70,21,1.0,1.0,1.0,0.12,0.09424083769633508,-0.027564258727245144,0.0338219368773543,0.4458901098901099,0.5199120879120879,0.3803553916536785,0.2707246410828743,0.3881529544909534,0.26316145063194796,0.6846593406593406,0.6333186813186813,0.7021538461538461,0.6371868131868131,0.8273504273504273,0.7494505494505495,1.0,0.0,0,0
