scope,method_a,method_b,paired_n,mean_acc_delta,acc_ci95_low,acc_ci95_high,mean_bleu_delta,bleu_ci95_low,bleu_ci95_high,win,tie,loss
main_layer17_seeds42_43_44,B0_SPARSE,B0,300,0.02988938828654528,0.02755074865406003,0.03224728833920368,0.0647297055804854,0.05962401965226345,0.06986355054814855,268,23,9
main_layer17_seeds42_43_44,B0_LAER,B0,300,0.029018135443691064,0.0266125320821693,0.03149716779082539,0.06210523241202161,0.05699014749186078,0.06746091452324776,266,29,5
main_layer17_seeds42_43_44,B0_SHUFFLED_LAER,B0,300,0.01969475087743486,0.017334676065618837,0.021970005048386133,0.04312892971704032,0.038762621025717495,0.047622017124183076,237,54,9
main_layer17_seeds42_43_44,B0_LAER,B0_SPARSE,300,-0.0008712528428542047,-0.0025741899862587523,0.0009441102557441709,-0.0026244731684638314,-0.006041169373309312,0.0010084792415365374,76,127,97
main_layer17_seeds42_43_44,B0_LAER,B0_SHUFFLED_LAER,300,0.009323384566256216,0.007218291497043297,0.011621495299387719,0.018976302694981302,0.014910141270491855,0.023212876794174265,164,107,29
main_layer17_seeds42_43_44,B0_SPARSE,B0_SHUFFLED_LAER,300,0.010194637409110415,0.00807766229185753,0.012420839103868613,0.021600775863445144,0.01751855098749712,0.025823064106087607,176,85,39
